Authors	Year	Title	Journal	DOI	Oases	lat	long	Country	Reviewer
Ines BELLIL, Mohammed CHEKARA BOUZIANI, Douadi KHELIFI 	2012	Genetic Diversity of High and Low Molecular Weight Glutenin Subunits in Saharan Bread and Durum Wheats from Algerian Oases	Czech Journal of Genetics and Plant Breeding 	10.17221/105/2011-CJGPB	Ain Zaatout	35.153162	5.840109	Algeria	JAHA
S. Benbetka, A. Hachid, K.E. Benallal, C. Benbetka, A. Khaldi, I. Bitam, Z. Harrat	2018	First field evidence infection of Culex perexiguus by West Nile virus in Sahara Oasis of Algeria	Journal of Vector Borne Diseases 	10.4103/0972-9062.256566	Aougrout	28.699194	0.333262	Algeria	JAHA
Ahmed Benmihoub, Samia Akli, Nafissa Benabid	2021	Enjeux, pratiques et contraintes pour une mise en valeur agroécologique des terres au Sahara. Cas d’un périmètre péri-oasien dans la Vallée du M’Zab (Algérie)	New medit: Mediterranean journal of economics, agriculture and environment = Revue méditerranéenne d'economie, agriculture et environment,	10.30682/nm2102f	Beni Isguen	32.460125	3.678992	Algeria	JAHA
E. H. Benzerroug,l P. G. Janssens,  P. Ambroise-Thomas	1991	[Seroepidemiological study of malaria in the Algerian Sahara].	Bulletin de lOrganisation mondiale de la Santé		In Salah	27.196258	2.46198	Algeria	JAHA
E. H. Benzerroug,l P. G. Janssens,  P. Ambroise-Thomas	1991	[Seroepidemiological study of malaria in the Algerian Sahara].	Bulletin de lOrganisation mondiale de la Santé		Timimoun	29.265622	0.222565	Algeria	JAHA
E. H. Benzerroug,l P. G. Janssens,  P. Ambroise-Thomas	1991	[Seroepidemiological study of malaria in the Algerian Sahara].	Bulletin de lOrganisation mondiale de la Santé		Djanet	24.551545	9.478405	Algeria	JAHA
E. H. Benzerroug,l P. G. Janssens,  P. Ambroise-Thomas	1991	[Seroepidemiological study of malaria in the Algerian Sahara].	Bulletin de lOrganisation mondiale de la Santé		Ourlaga	31.94909	5.300479	Algeria	JAHA
E. H. Benzerroug,l P. G. Janssens,  P. Ambroise-Thomas	1991	[Seroepidemiological study of malaria in the Algerian Sahara].	Bulletin de lOrganisation mondiale de la Santé		Touat	27.328961	-0.220714	Algeria	JAHA
E. H. Benzerroug,l P. G. Janssens,  P. Ambroise-Thomas	1991	[Seroepidemiological study of malaria in the Algerian Sahara].	Bulletin de lOrganisation mondiale de la Santé		Heiha	29.533536	-0.021943	Algeria	JAHA
E. H. Benzerroug,l P. G. Janssens,  P. Ambroise-Thomas	1991	[Seroepidemiological study of malaria in the Algerian Sahara].	Bulletin de lOrganisation mondiale de la Santé		Tamanrasset	22.782985	5.531405	Algeria	JAHA
E. H. Benzerroug,l P. G. Janssens,  P. Ambroise-Thomas	1991	[Seroepidemiological study of malaria in the Algerian Sahara].	Bulletin de lOrganisation mondiale de la Santé		Iherir	25.402645	8.406069	Algeria	JAHA
E. H. Benzerroug,l P. G. Janssens,  P. Ambroise-Thomas	1991	[Seroepidemiological study of malaria in the Algerian Sahara].	Bulletin de lOrganisation mondiale de la Santé		Tit	22.964391	5.195068	Algeria	JAHA
E. H. Benzerroug,l P. G. Janssens,  P. Ambroise-Thomas	1991	[Seroepidemiological study of malaria in the Algerian Sahara].	Bulletin de lOrganisation mondiale de la Santé		Amsel	22.630966	5.455723	Algeria	JAHA
Salah Eddine Benziouche, Foued Chehat	2019	Irrigation problem in Ziban oases (Algeria): causes and consequences	Environment, Development and Sustainability	10.1007/s10668-018-0155-6	Biskra oasis	34.833333	5.75	Algeria	JAHA
Ismaiel Berkal, Christian Walter, Didier Michot, and Kaddour Djili	2014	Seasonal monitoring of soil salinity by electromagnetic conductivity in irrigated sandy soils from a Saharan oasis	Soil Research	10.1071/SR13305	Ourlaga	31.94909	5.300479	Algeria	JAHA
Djihed Berkouk , Tallal Abdel Karim Bouzir, Luigi Ma ,Massimiliano Masullo	2020	Examining the Associations between Oases Soundscape Components and Walking Speed: Correlation or Causation?	Sustainability	10.3390/su12114619	Branis	34.993667	5.77534	Algeria	JAHA
Djihed Berkouk , Tallal Abdel Karim Bouzir, Luigi Ma ,Massimiliano Masullo	2020	Examining the Associations between Oases Soundscape Components and Walking Speed: Correlation or Causation?	Sustainability	10.3390/su12114619	Chetma	34.846762	5.803364	Algeria	JAHA
Djihed Berkouk , Tallal Abdel Karim Bouzir, Luigi Ma ,Massimiliano Masullo	2020	Examining the Associations between Oases Soundscape Components and Walking Speed: Correlation or Causation?	Sustainability	10.3390/su12114619	M'Chouneche	34.940916	5.999221	Algeria	JAHA
M'hammed Bouallalaa, Souad Neffar, Haroun Chenchouni	2020	Vegetation traits are accurate indicators of how do plants beat the heat in drylands: Diversity and functional traits of vegetation associated with water towers in the Sahara Desert	Ecological Indicators	10.1016/j.ecolind.2020.106364	Adrar	27.863963	-0.302499	Algeria	JAHA
S. BOUARFA, S. MARLET, A. DOUAOUI, T. HARTANI, I. MEKKI, W. GHAZOUANI, I. BEN AISSA, B. VINCENT, F. HASSANI AND M. KUPER	2009	SALINITY PATTERNS IN IRRIGATION SYSTEMS, A THREAT TO BE DEMYSTIFIED, A CONSTRAINT TO BE MANAGED: FIELD EVIDENCE FROM ALGERIA AND TUNISIA	IRRIGATION AND DRAINAGE	10.1002/ird.524	Fatnassa	33.786917	8.761554	Tunisia	JAHA
Selma Farah Boudali, Ahmed S. Al-Jumaili, Ameur Bouandas, Fatima Zohra Mahammi, Nacera Tabet Aoul Olivier Hanotte and Semir Bechir Suheil Gaouar	2020	Maternal origin and genetic diversity of Algerian domestic chicken (Gallus gallus domesticus) from North-Western Africa based on mitochondrial DNA analysis	Animal Biotechnology	10.1080/10495398.2020.1803892	Adrar	27.863963	-0.302499	Algeria	JAHA
Souhil Boufennara, Lyas Bouazza, Antonio de Vega, Manuel Fondevila, Zahia Amanzougarene, Secundino Lopez	2016	In vitro assessment of nutritive value of date palm by-products as feed for ruminants	Emirates Journal of Food and Agriculture	10.9755/ejfa.2016-01-104	Biskra oasis	34.833333	5.75	Algeria	JAHA
Khalida Bousdira, L’hadi Nouri, Jack Legrand	2014	Chemical Characterization of Phoenicicole Biomass Fuel in Algerian Oasis: Deglet Nour and Ghars Cultivars Case	Energy Fuels	10.1021/ef501522n	Guerrera	32.781166	4.497288	Algeria	JAHA
Khalida Bousdira, Dina Bousdira, Sidi Mohammed El Amine Bekkouche, Fatma Zohra Yahiaoui, L’Hadi Nouri, Jack Legrand	2018	Combustion Study of Phoenicicole Biomass in Algerian Oasis Using Thermogravimetric Analysis: Deglet Nour Cultivar Case	The Arabian Journal for Science and Engineering	10.1007/s13369-017-2723-8	Guerrera	32.781166	4.497288	Algeria	JAHA
Youcef Boutadara, Boualem Remini, Saida Benmamar	2018	The foggaras of Bouda (Algeria): from drought to flood	Applied Water Science	10.1007/s13201-018-0822-7	Bouda	27.963173	-0.433162	Algeria	JAHA
Tallal Abdel Karim Bouzir, Djihed Berkouk, Noureddine Zemmouri	2020	Evaluation and Analysis of the Algerian Oases Soundscape: Case of El Kantara and Sidi Okba	Acoustics Australia	10.1007/s40857-019-00173-2	El Kantara	35.217562	5.702055	Algeria	JAHA
Tallal Abdel Karim Bouzir, Djihed Berkouk, Noureddine Zemmouri	2020	Evaluation and Analysis of the Algerian Oases Soundscape: Case of El Kantara and Sidi Okba	Acoustics Australia	10.1007/s40857-019-00173-2	Sidi Okba	34.756215	5.891405	Algeria	JAHA
Karima BRAHMI, El Amin KHECHEKHOUCHE, Otman MOSTEFAOUI, Salaheddine DOUMANDJI, Belkacem BAZIZ and Stéphane AULAGNIER	2012	First quantitative data on the diet of the fennec fox, Vulpes zerda (Canidae, Carnivora), in Algeria	Folia Zoologica	10.25225/fozo.v61.i1.a10.2012	Guemar	33.522467	6.783543	Algeria	JAHA
Karima BRAHMI, El Amin KHECHEKHOUCHE, Otman MOSTEFAOUI, Salaheddine DOUMANDJI, Belkacem BAZIZ and Stéphane AULAGNIER	2012	First quantitative data on the diet of the fennec fox, Vulpes zerda (Canidae, Carnivora), in Algeria	Folia Zoologica	10.25225/fozo.v61.i1.a10.2012	Sanderouce	33.544379	7.005499	Algeria	JAHA
Karima BRAHMI, El Amin KHECHEKHOUCHE, Otman MOSTEFAOUI, Salaheddine DOUMANDJI, Belkacem BAZIZ and Stéphane AULAGNIER	2012	First quantitative data on the diet of the fennec fox, Vulpes zerda (Canidae, Carnivora), in Algeria	Folia Zoologica	10.25225/fozo.v61.i1.a10.2012	Bamendil	31.979291	5.288575	Algeria	JAHA
Charles S. CHURCHER, Gerardo DE IULIIS, Maxine R. KLEINDIENST	2006	A new genus for the Dipnoan species Ceratodus tuberculatus Tabaste, 1963	Geodiversitas		Kharga oasis	25.45255	30.555723	Egypt	JAHA
Ali Daoudi, Caroline Lejars3, et Nesrine Benouniche	2017	La gouvernance de l’eau souterraine dans le Sahara algérien : enjeux, cadre légal et pratiques locales	Cahiers Agricultures	10.1051/cagri/2017021	El Ghrous	34.70843	5.326757	Algeria	JAHA
Olfa Saddoud Deddabi  , Cinzia Montemurro , Sihem Ben Maachia  , Fathi Ben Amar ,Valentina Fanelli  , Susanna Gadaleta  , Milad El Riachy  , Ali Chehade , Mona Siblini , Saliha Bouche, Monica Marilena Miazzi	2020	A Hot Spot of Olive Biodiversity in the Tunisian Oasis of Degache	diversity	10.3390/d12090358	Degache	33.987697	8.235603	Tunisia	JAHA
Nassima Deghiche-Diab, Francisco Porcelli, and Mohamed Belhamra	2015	Entomofauna of Ziban Oasis, Biskra, Algeria	Journal of Insect Science	10.1093/jisesa/ieu170	Ziban	34.822261	5.776596	Algeria	JAHA
Latifa Dhaouadi, Houda Besser, FatmaWassar, Nissaf Kharbout, Naima Ben Brahim, Mohamed As Wahba, Yaohu Kang Kang	2020	Agriculture sustainability in arid lands of southern Tunisia: Ecological impacts of irrigation water quality and human practices	Irrigation and Drainage	10.1002/ird.2492	Nefzaoua	33.559739	8.937037	Algeria	JAHA
Ouarda Djaoudene, Víctor López, Guillermo Cásedas, Francisco Les, Connie Schisano, Mostapha Bachir Beya, Gian Carlo Tenore	2019	Phoenix dactylifera L. seeds: a by-product as a source of bioactive compounds with antioxidant and enzyme inhibitory properties	Food & Function	10.1039/c9fo01125k	M'zab	32.472987	3.706811	Algeria	JAHA
Abderahmane Djemel, Lorena Álvarez‑Iglesias,Rogelio Santiago,Rosa Ana Malvar,Nuria Pedrol, Pedro Revilla	2019	Algerian maize populations from the Sahara desert as potential sources of drought tolerance	Acta Physiologiae Plantarum	10.1007/s11738-019-2806-0	Touggourt	33.114837	6.091385	Algeria	JAHA
Abderahmane Djemel, Lorena Álvarez‑Iglesias,Rogelio Santiago,Rosa Ana Malvar,Nuria Pedrol, Pedro Revilla	2019	Algerian maize populations from the Sahara desert as potential sources of drought tolerance	Acta Physiologiae Plantarum	10.1007/s11738-019-2806-0	Gahardaia	32.505537	3.64422	Algeria	JAHA
Abderahmane Djemel, Lorena Álvarez‑Iglesias,Rogelio Santiago,Rosa Ana Malvar,Nuria Pedrol, Pedro Revilla	2019	Algerian maize populations from the Sahara desert as potential sources of drought tolerance	Acta Physiologiae Plantarum	10.1007/s11738-019-2806-0	Adrar	27.863963	-0.302499	Algeria	JAHA
Abderahmane Djemel, Lorena Álvarez‑Iglesias,Rogelio Santiago,Rosa Ana Malvar,Nuria Pedrol, Pedro Revilla	2019	Algerian maize populations from the Sahara desert as potential sources of drought tolerance	Acta Physiologiae Plantarum	10.1007/s11738-019-2806-0	Bechar	31.663373	-2.17067	Algeria	JAHA
Abderahmane Djemel, Lorena Álvarez‑Iglesias,Rogelio Santiago,Rosa Ana Malvar,Nuria Pedrol, Pedro Revilla	2019	Algerian maize populations from the Sahara desert as potential sources of drought tolerance	Acta Physiologiae Plantarum	10.1007/s11738-019-2806-0	Tamanrasset	22.782985	5.531405	Algeria	JAHA
Mohammed Faci	2019	Typology and varietal biodiversity of date palm farms in the North-East of Algerian Sahara	JOURNAL OF TAIBAH UNIVERSITY FOR SCIENCE	10.1080/16583655.2019.1633006	Ouargla oasis	31.966667	5.333333	Algeria	JAHA
Mohammed Y. Farooqui, Khamis Farhoud, Dia Mahmoud, Ahmed N. El-Barkooky	2012	Petroleum potential of the interpreted Paleozoic geoseismic sequences in the South Diyur Block, Western Desert of Egypt	GeoArabia	10.2113/geoarabia1703133	Farafra	27.056532	27.962671	Egypt	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Lalla	34.39448	8.832996	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Oued el Melah	34.330617	8.57292	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Mides	34.409054	7.918945	Tunisia	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Tamerza	34.382928	7.936909	Tunisia	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Tozeur oasis	33.9025	8.145556	Tunisia	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Nefta	33.86115	7.882884	Tunisia	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	El Oued	33.353979	6.880949	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Ourlaga	31.94909	5.300479	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	El Menia	30.569519	2.891595	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	In Salah	27.196258	2.46198	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	El Barka	27.179167	2.431389	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Arak	25.282778	3.746944	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Gueltates Afilal	23.14874	5.733695	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Gueltas d’Issakarassene	23.422729	5.759814	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Guelta d’Edjif Mellène	23.476944	5.781111	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Choucha	33.410275	5.970036	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Tamerna	33.441874	5.967529	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Tolga	34.746265	5.384097	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Hammam Salahine	34.873755	5.674156	Algeria	JAHA
Jörg Freyhof, Giovanni A. C. Balma, Giovanni B. Delmastro	2020	A small historic collection of freshwater fishes from Tunisia and Algeria	Ichthyological Exploration of Freshwaters	10.23788/IEF-1148	Oued El Hai	35.245453	5.699984	Algeria	JAHA
 Romain Gastineau, Chahinez Hamedi , Mohammed Bey Baba Hamed , Sidi-Mohammed El-Amine Abi-Ayad , Małgorzata Bąk , Claude Lemieux , Monique Turmel , Sławomir Dobosz , Rafał J. Wr´obel , Agnieszka Kierzek , Horst Lange-Bertalot , Andrzej Witkowski	2021	Morphological and molecular identification reveals that waters from an isolated oasis in Tamanrasset (extreme South of Algerian Sahara) are colonized by opportunistic and pollution-tolerant diatom species	Ecological Indicators	10.1016/j.ecolind.2020.107104	Gueltates Afilal	23.14874	5.733695	Algeria	JAHA
Muriel Gros-Balthazard, Vincent Battesti,Sarah Ivorra, Laure Paradis,Frédérique Aberlenc,Oumarou Zango, Salwa Zehdi-Azouzi, Souhila Moussouni,Summar Abbas Naqvi, Claire Newton, Jean-Frédéric Terral	2020	On the necessity of combining ethnobotany and genetics to assess agrobiodiversity and its evolution in crops: A case study on date palms (Phoenix dactylifera L.) in Siwa Oasis, Egypt	Evolutionary Applications	10.1111/eva.12930	Siwa	29.206355	25.531078	Egypt	JAHA
Omar Guezoul , Haroun Chenchouni , Makhlouf Sekour , Labed Ababsa , Karim Souttou , Salaheddine Doumandji	2013	An avifaunal survey of mesic manmade ecosystems ‘‘Oases’’ in algerian hot-hyperarid lands	Saudi Journal of Biological Sciences	10.1016/j.sjbs.2012.10.001	Biskra oasis	34.833333	5.75	Algeria	JAHA
Omar Guezoul , Haroun Chenchouni , Makhlouf Sekour , Labed Ababsa , Karim Souttou , Salaheddine Doumandji	2013	An avifaunal survey of mesic manmade ecosystems ‘‘Oases’’ in algerian hot-hyperarid lands	Saudi Journal of Biological Sciences	10.1016/j.sjbs.2012.10.001	Oued Souf oasis	33.365293	6.854822	Algeria	JAHA
Omar Guezoul , Haroun Chenchouni , Makhlouf Sekour , Labed Ababsa , Karim Souttou , Salaheddine Doumandji	2013	An avifaunal survey of mesic manmade ecosystems ‘‘Oases’’ in algerian hot-hyperarid lands	Saudi Journal of Biological Sciences	10.1016/j.sjbs.2012.10.001	Ouargla oasis	31.966667	5.333333	Algeria	JAHA
A. Hadidi, B. Remini, M. Habi,  D. Saba	2018	The oasis of Moghrar (southwest Algeria):water resources and management	Water Science & Technology: Water Supply	10.2166/ws.2018.027	Moghrar	32.49128	-0.467772	Algeria	JAHA
SAFIA ALI HAIMOUD,, RACHIDA ALLEM, ABDELAZIZ MEROUANE	2015	 ANTIOXIDANT AND ANTI-INFLAMMATORY PROPERTIES OF WIDELY CONSUMED DATE PALM (PHOENIX DACTYLIFERA L.) FRUIT VARIETIES IN ALGERIAN OASES	Journal of Food Biochemistry	10.1111/jfbc.12227	el Oued	33.353979	6.880949	Algeria	JAHA
